THEM party,YOU party,CLAUSE,RESPONSIBILITY? (Y/N),YOURS? (Y/N),THEIRS? (Y/N),NEGATED? (Y/N)
Blackfoot,Customer,"Unless otherwise noted, each of the Services provided below shall be available to Customer 24 hours a day, 365 days a year.",,,,
Blackfoot,Customer,Subscription and set-up charges will be monthly in accordance to section 3. of the MSA.,,,,
Blackfoot,Customer,Usage charges (such as long distance and conference calling) will be billed in arrears each month.,,,,
Blackfoot,Customer,"When a Company has multiple locations receiving Service, each location shall be treated separately with respect to  ",,,,
Blackfoot,Customer,locations attached as part of another location's group will be included in the Service Agreement of the primary  ,,,,
Blackfoot,Customer,Use of third party connections will invalidate the terms of the SLA.,,,,
Agent,TTT,"TTT shall provide one or more of the following services to the Agent upon the Agent's request in connection with each property identified to TTT (individually, a "" Service "" and collectively, the "" Services "") at the prices set forth for such services on MLMSAssistant.com; ",,,,
Agent,TTT,"The Agent shall notify TTT of each new Service (s) or property for which Agent desires TTT to provide any of the Services in writing by e-mail, by U.S. postal service, or on www.MLMSAssistant.com. ",,,,
Agent,TTT,The Agent shall be obligated to perform the following tasks on every transaction registered with TTT: ,,,,
Agent,TTT,"Maintain valid subscriptions to all software, memberships, and services TTT will use on the Agent's behalf during the process of the listing or sale. ",,,,
Agent,TTT,The Agent agrees that TTT shall not be responsible to: ,,,,
Agent,TTT,"The Agent shall pay TTT a cancellation fee within three (3) days after TTT receives notice of the cancellation of any transaction, or within 182 days of the date that the transaction is registered as OPEN with TTT. ",,,,
Agent,TTT,TTT shall not attempt or collude with any party to collect payment from a third party outside of escrow. ,,,,
Agent,TTT,"For each transaction the Agent registers with TTT, the Agent shall indemnify, defend with counsel acceptable to TTT, and hold harmless TTT and its independent contractors, agents and employees against and in respect to any and all claims, demands, losses, fines, damages, expenses, obligations, liabilities, recoveries and deficiencies including interest, penalties and reasonable attorney fees that TTT shall incur or suffer, resulting from or relating to any breach of or failure of the Agent to perform any of its obligations under this Agreement or any other party that forwards information to TTT or through the TTT website. ",,,,
Agent,TTT,All amendments or modifications of this Agreement shall be in writing and shall be signed by each of the parties hereto. ,,,,
Agent,TTT,"TTT shall have the right to assign this agreement to a third-party of its choosing, provided TTT provides the Agent notice of the same. ",,,,
Agent,TTT,"This Agreement may be executed in two or more counterparts, including by facsimile transmission or e-mail of a scanned signature page, all of which together shall constitute a single instrument. ",,,,
Agent,TTT,"In the event any one or more of the provisions of this Agreement shall for any reason be held to be invalid, illegal, or unenforceable in any respect, such invalidity, illegality, or unenforceability shall not affect any other provision hereof, and this Agreement shall be construed as if such invalid, illegal, or unenforceable provision had never been contained herein. ",,,,
West,Subscriber,"The Agreement terms and conditions herein shall be, and hereby are, incorporated by this reference into the Order Form (s).",,,,
West,Subscriber,Services provided hereunder will be delivered primarily by West's FindLaw affiliate.,,,,
West,Subscriber,"If Limited Inventory Services are deemed severed by West, then the Charges indicated on the Order Form shall be reduced by the Charges applicable to any unavailable Service.",,,,
West,Subscriber,"West shall have sole discretion in the manner of producing and delivering Services to Subscriber; provided, however, that West shall be responsible for the performance of any subcontractor. ",,,,
West,Subscriber,Subscriber may identify on each Order Form a Designated Contact who will have authority (but not necessarily exclusive authority) to make decisions for Subscriber regarding issues such as design and content approval.,,,,
West,Subscriber,"Subscriber agrees that it will not compete with or disparage a West entity, or otherwise attempt to harm or interfere with West's business interests, during the Agreement term.",,,,
West,Subscriber,"Subscriber's delivery of necessary content and/or information will be made within a commercially reasonable period, such that the development and release of the Services are not unreasonably delayed.",,,,
West,Subscriber,"Subscriber will identify, and notify West of, obsolete Content to be deleted from the Services.",,,,
West,Subscriber,Subscriber will conform with West's guidelines and product specifications when updating and supplementing Content and requesting modifications to the Service Interface.,,,,
West,Subscriber,"Subscriber will not resell, sublicense, or otherwise generate income from the Services, other than making the Services available to Users as contemplated under this Agreement.",,,,
West,Subscriber,Nothing in this Agreement shall preclude Subscriber from passing costs of user licenses onto its Users.,,,,
West,Subscriber,"Subscriber warrants that it will use, and make the Services available to Users for use, in a manner consistent with the Acceptable Use Policy.",,,,
West,Subscriber,"Subscriber further warrants that it will notify each User of, and obtain binding consent to comply with, the terms of the Acceptable Use Policy and this Agreement prior to the User's initial use of the Services.",,,,
West,Subscriber,"4.1 Delivery of Services to Subscriber: During the term of this Agreement, West will deliver the Services identified on the Order Form in a commercially reasonable manner and without undue delay.",,,,
West,Subscriber,West will use commercially reasonable efforts to respond to requests for support by the next business day. ,,,,
West,Subscriber,"Confidential Information shall also include information that, to a reasonable person familiar with the disclosing party's business and the industry in which it operates, could be considered of a proprietary or confidential nature.",,,,
